Raw_tweets,tokenized_cleaned_tweets,tokenized_sentence_tweets,Polarity,Subjectivity,Distance_tweets
@heidytweet @Kenny_McCann1 @cereegolas @F1 @Max33Verstappen The stewards 😂😂😂 and who do they work for? This has nothing to do with how Mercedes feel - this is about the ongoing integrity of the sport … which is void of any at present. How can I put it into words that you’ll understand? F1 is finished as a sport if this isn’t sorted.,"['stewards', '😂😂😂', 'work', 'nothing', 'mercedes', 'feel', 'ongoing', 'integrity', 'sport', '…', 'void', 'present', 'put', 'words', 'understand', 'f1', 'finished', 'sport', 'sorted']","['     The stewards 😂😂😂 and who do they work for?', 'This has nothing to do with how Mercedes feel - this is about the ongoing integrity of the sport … which is void of any at present.', 'How can I put it into words that you’ll understand?', 'F1 is finished as a sport if this isn’t sorted.']",0.0,0.0,"['heidytweet', 'kenny_mccann1', 'cereegolas', 'f1', 'max33verstappen', 'stewards', '😂😂😂', 'work', 'nothing', 'mercedes', 'feel', 'ongoing', 'integrity', 'sport', '…', 'void', 'present', 'put', 'words', 'understand', 'f1', 'finished', 'sport', 'sorted']"
"@MercedesAMGF1 You have to appeal, there is nothing wrong with this. If you withdraw that would be another shame for @F1 . @fia  made the mistake and has to pay for it. Not you and @LewisHamilton #IstandWithLewisHamilton #MasiOUT","['appeal', 'nothing', 'wrong', 'withdraw', 'would', 'another', 'shame', 'made', 'mistake', 'pay', 'istandwithlewishamilton', 'masiout']","[' You have to appeal, there is nothing wrong with this.', 'If you withdraw that would be another shame for  .', 'made the mistake and has to pay for it.', 'Not you and  #IstandWithLewisHamilton #MasiOUT']",-0.5,0.9,"['mercedesamgf1', 'appeal', 'nothing', 'wrong', 'withdraw', 'would', 'another', 'shame', 'f1', 'fia', 'made', 'mistake', 'pay', 'lewishamilton', 'istandwithlewishamilton', 'masiout']"
"@WoolfHopkinson @F1 I understand your point and I agree with it but why is this #""IStandWithLewisHamilton""?
Max did nothing wrong, it was the FIA's fault, that benefitted Max. We are not against Max or Lewis right now. Can't be there a better #? Like #IStandWithTheIntegrityOfF1?","['understand', 'point', 'agree', ""''"", 'istandwithlewishamilton', ""''"", 'max', 'nothing', 'wrong', 'fia', 'fault', 'benefitted', 'max', 'max', 'lewis', 'right', 'ca', ""n't"", 'better', 'like', 'istandwiththeintegrityoff1']","['  I understand your point and I agree with it but why is this #""IStandWithLewisHamilton""?', ""Max did nothing wrong, it was the FIA's fault, that benefitted Max."", 'We are not against Max or Lewis right now.', ""Can't be there a better #?"", 'Like #IStandWithTheIntegrityOfF1?']",0.09523809523809523,0.6452380952380953,"['woolfhopkinson', 'f1', 'understand', 'point', 'agree', ""''"", 'istandwithlewishamilton', ""''"", 'max', 'nothing', 'wrong', 'fia', 'fault', 'benefitted', 'max', 'max', 'lewis', 'right', 'ca', ""n't"", 'better', 'like', 'istandwiththeintegrityoff1']"
"@Matt_Lecointe @WendyHough16 @jenros2 @F1 @fia @MercedesAMGF1 @LewisHamilton Your right  Matt,","['right', 'matt']","['       Your right  Matt,']",0.2857142857142857,0.5357142857142857,"['matt_lecointe', 'wendyhough16', 'jenros2', 'f1', 'fia', 'mercedesamgf1', 'lewishamilton', 'right', 'matt']"
@SkySportsNews He's been knighted again? So he's Sir Sir Lewis Hamilton?🤔🙃,"['knighted', 'sir', 'sir', 'lewis', 'hamilton', '🤔🙃']","["" He's been knighted again?"", ""So he's Sir Sir Lewis Hamilton?🤔🙃""]",0.0,0.0,"['skysportsnews', 'knighted', 'sir', 'sir', 'lewis', 'hamilton', '🤔🙃']"
"@F1TruthTweets @ffalon123 @UTDAustin @RyanPri05319179 @_DerBeichtvader @CFCTom_ @GoodGuySedge And he needed a tyre blowout, him sending verstappen into hospital, and botass playing bowling to even be in contention. Speaks volumes","['needed', 'tyre', 'blowout', 'sending', 'verstappen', 'hospital', 'botass', 'playing', 'bowling', 'even', 'contention', 'speaks', 'volumes']","['       And he needed a tyre blowout, him sending verstappen into hospital, and botass playing bowling to even be in contention.', 'Speaks volumes']",0.0,0.0,"['f1truthtweets', 'ffalon123', 'utdaustin', 'ryanpri05319179', '_derbeichtvader', 'cfctom_', 'goodguysedge', 'needed', 'tyre', 'blowout', 'sending', 'verstappen', 'hospital', 'botass', 'playing', 'bowling', 'even', 'contention', 'speaks', 'volumes']"
"@SilverArrowsNet No1 gives a shit about F1's reputation now! It's already been ruined and dragged through the dirt by Masi and his FIA corruption. What needs to happen now, all comes down to getting the truth and why the FIA were bothered about fixing the race result for a media spectical.","['no1', 'gives', 'shit', 'f1', 'reputation', 'already', 'ruined', 'dragged', 'dirt', 'masi', 'fia', 'corruption', 'needs', 'happen', 'comes', 'getting', 'truth', 'fia', 'bothered', 'fixing', 'race', 'result', 'media', 'spectical']","["" No1 gives a shit about F1's reputation now!"", ""It's already been ruined and dragged through the dirt by Masi and his FIA corruption."", 'What needs to happen now, all comes down to getting the truth and why the FIA were bothered about fixing the race result for a media spectical.']",-0.20277777777777778,0.5444444444444445,"['silverarrowsnet', 'no1', 'gives', 'shit', 'f1', 'reputation', 'already', 'ruined', 'dragged', 'dirt', 'masi', 'fia', 'corruption', 'needs', 'happen', 'comes', 'getting', 'truth', 'fia', 'bothered', 'fixing', 'race', 'result', 'media', 'spectical']"
"@fia Do they think this #FIACoverUp is acceptable to its global audience, an utter disgrace, surely @MercedesAMGF1  cannot bow down to this blatant bullying #FIAGate #FIAPrizeFixing2021 @SkySportsF1 @Planet_F1 @autosport @F1 @NataliePinkham @JennieGow @LewisHamilton @GeorgeRussell63","['think', 'fiacoverup', 'acceptable', 'global', 'audience', 'utter', 'disgrace', 'surely', 'bow', 'blatant', 'bullying', 'fiagate', 'fiaprizefixing2021']","[' Do they think this #FIACoverUp is acceptable to its global audience, an utter disgrace, surely   cannot bow down to this blatant bullying #FIAGate #FIAPrizeFixing2021']",-0.03111111111111111,0.5355555555555556,"['fia', 'think', 'fiacoverup', 'acceptable', 'global', 'audience', 'utter', 'disgrace', 'surely', 'mercedesamgf1', 'bow', 'blatant', 'bullying', 'fiagate', 'fiaprizefixing2021', 'skysportsf1', 'planet_f1', 'autosport', 'f1', 'nataliepinkham', 'jenniegow', 'lewishamilton', 'georgerussell63']"
@Wyld_Chyld @hooman_average @Arthur_376 @Patrick17_6 @kvnmit @AOmodamola @F1 @LewisHamilton ur so blind because of things u like buddy,"['ur', 'blind', 'things', 'u', 'like', 'buddy']",['        ur so blind because of things u like buddy'],-0.5,0.6666666666666666,"['wyld_chyld', 'hooman_average', 'arthur_376', 'patrick17_6', 'kvnmit', 'aomodamola', 'f1', 'lewishamilton', 'ur', 'blind', 'things', 'u', 'like', 'buddy']"
@theemilon u r getting known within f1 twt,"['u', 'r', 'getting', 'known', 'within', 'f1', 'twt']",[' u r getting known within f1 twt'],0.0,0.0,"['theemilon', 'u', 'r', 'getting', 'known', 'within', 'f1', 'twt']"
"@AdamJoh30699659 @PatricioOWard @McLarenF1 @F1 @ymcofficial @ZBrownCEO washed up at 22 🤣 Well if you took in more comparable track conditions which was FP3 for GP with the track temp and ambient. He was faster than Riccardo, le clerc, Alonso, Vettel, Ocon, Russel and others. Not bad for a driver from a weaker series. beating most the f2 drivers too","['washed', '22', '🤣', 'well', 'took', 'comparable', 'track', 'conditions', 'fp3', 'gp', 'track', 'temp', 'ambient', 'faster', 'riccardo', 'le', 'clerc', 'alonso', 'vettel', 'ocon', 'russel', 'others', 'bad', 'driver', 'weaker', 'series', 'beating', 'f2', 'drivers']","['      washed up at 22 🤣 Well if you took in more comparable track conditions which was FP3 for GP with the track temp and ambient.', 'He was faster than Riccardo, le clerc, Alonso, Vettel, Ocon, Russel and others.', 'Not bad for a driver from a weaker series.', 'beating most the f2 drivers too']",0.44999999999999996,0.5555555555555555,"['adamjoh30699659', 'patriciooward', 'mclarenf1', 'f1', 'ymcofficial', 'zbrownceo', 'washed', '22', '🤣', 'well', 'took', 'comparable', 'track', 'conditions', 'fp3', 'gp', 'track', 'temp', 'ambient', 'faster', 'riccardo', 'le', 'clerc', 'alonso', 'vettel', 'ocon', 'russel', 'others', 'bad', 'driver', 'weaker', 'series', 'beating', 'f2', 'drivers']"
@Zarkolius @F1_Jordan @fia @F1 Then you needn't worry. Let merc waste their precious time and resources. 🤷,"['need', ""n't"", 'worry', 'let', 'merc', 'waste', 'precious', 'time', 'resources', '🤷']","[""    Then you needn't worry."", 'Let merc waste their precious time and resources.', '🤷']",0.15,0.5,"['zarkolius', 'f1_jordan', 'fia', 'f1', 'need', ""n't"", 'worry', 'let', 'merc', 'waste', 'precious', 'time', 'resources', '🤷']"
@DanishSait Whaaat? You mean FIA couldn’t swoop in the last moment and confer the knighthood to Verstappen? Noooooo!,"['whaaat', 'mean', 'fia', 'swoop', 'last', 'moment', 'confer', 'knighthood', 'verstappen', 'noooooo']","[' Whaaat?', 'You mean FIA couldn’t swoop in the last moment and confer the knighthood to Verstappen?', 'Noooooo!']",-0.15625,0.3770833333333333,"['danishsait', 'whaaat', 'mean', 'fia', 'swoop', 'last', 'moment', 'confer', 'knighthood', 'verstappen', 'noooooo']"
@ANDIBABY8 What’s F1?,['f1'],[' What’s F1?'],0.0,0.0,"['andibaby8', 'f1']"
"@SmunchyMaggot @darrenpbeale @MercedesAMGF1 @F1 @fia Time to let go, you’re starting to sound as salty as Horner and rest of Red Bull","['time', 'let', 'go', 'starting', 'sound', 'salty', 'horner', 'rest', 'red', 'bull']","['     Time to let go, you’re starting to sound as salty as Horner and rest of Red Bull']",0.13333333333333333,0.16666666666666666,"['smunchymaggot', 'darrenpbeale', 'mercedesamgf1', 'f1', 'fia', 'time', 'let', 'go', 'starting', 'sound', 'salty', 'horner', 'rest', 'red', 'bull']"
